1,0.8,1,4
2,0.9872431679177898,6,4
3,1.1331863907983406,10,4
4,1.291326740752822,14,4
5,1.3996162084429895,17,4
6,1.4892492901678729,20,4
7,1.5854108721227131,24,4
8,1.6635253457489245,28,4
9,1.7277894467180799,32,4
10,1.791725907907578,37,4
11,1.8322091555415398,41,4
12,1.8724144454686398,46,4
13,1.8979336694002376,50,4
14,1.9187198459636734,54,4
15,1.9356491283812889,58,4
16,1.9524652990159392,63,4
17,1.9631349803247522,67,4
18,1.9737335331808237,72,4
19,1.9804580875700244,76,4
20,1.9859352776284096,80,4
21,1.9903964853546239,84,4
22,1.9948279453336966,89,4
23,1.9976396188970738,93,4
24,1.9988433643065011,95,4
25,2.0009102027237473,99,4
26,2.002593655556014,103,4
27,2.00426588278408,108,4
28,2.005326877933913,112,4
29,2.0061910651148285,116,4
30,2.0070494897218785,121,4
31,2.007594143182848,125,4
